d	d	Ncms-n
)	)	Z2p
,	,	Zc
cuvintele	cuvânt	Ncfpry
"	"	Z1q
în	în	Spsa
articolele	articol	Ncfpry
4	4	Mc-s-d
și	și	Crssp
5	5	Mc-s-d
"	"	Z1q
se	sine	Px3--a--------w
înlocuiesc	înlocui	Vmip3p
cu	cu	Spsa
cuvintele	cuvânt	Ncfpry
"	"	Z1q
în	în	Spsa
articolele	articol	Ncfpry
4	4	Mc-s-d
,	,	Zc
5	5	Mc-s-d
și	și	Crssp
5a	5a	Rgp
"	"	Z1q
;	;	Zs

(	(	Z1p
d	d	Ncms-n
)	)	Z2p
nota	notă	Ncfsry
de	de	Spsa
subsol	subsol	Ncms-n
(	(	Z1p
2	2	Mc-s-d
)	)	Z2p
se	sine	Px3--a--------w
elimină	elimina	Vmip3
și	și	Crssp
nota	notă	Ncfsry
de	de	Spsa
subsol	subsol	Ncms-n
(	(	Z1p
3	3	Mc-s-d
)	)	Z2p
devine	deveni	Vmip3s
(	(	Z1p
2	2	Mc-s-d
)	)	Z2p
.	.	Zp

Decizia	decizie	Ncfsry
2001	2001	Mc-s-d
/	/	Zo
881	881	Mc-s-d
/	/	Zo
CE3	CE3	Yn
a	al	Tsfs
Comisiei	comisie	Ncfsoy
stabilește	stabili	Vmip3s
frecvența	frecvență	Ncfsry
inspecțiilor	inspecție	Ncfpoy
pe	pe	Spsa
care	care	Pw3--r
Comisia	comisie	Ncfsry
trebuie	trebui	Vmip3
să	să	Qs
le	el	Pp3fpa--------w
efectueze	efectua	Vmsp3
la	la	Spsa
punctele	punct	Ncfpry
de	de	Spsa
control	control	Ncms-n
la	la	Spsa
frontiera	frontieră	Ncfsry
din	din	Spsa
Comunitate	comunitate	Ncfsrn
,	,	Zc
în	în	Spsa
special	special	Rgp
în	în	Spsa
ceea	acela	Pd3fsr
ce	ce	Pw3--r
privește	privi	Vmip3s
infrastructura	infrastructură	Ncfsry
,	,	Zc
echipamentele	echipament	Ncfpry
și	și	Crssp
funcționarea	funcționare	Ncfsry
punctelor	punct	Ncfpoy
de	de	Spsa
control	control	Ncms-n
la	la	Spsa
frontieră	frontieră	Ncfsrn
.	.	Zp

(	(	Z1p
8	8	Mc-s-d
)	)	Z2p
Articolul	articol	Ncmsry
11	11	Mc-s-d
alineatul	alineat	Ncmsry
(	(	Z1p
2	2	Mc-s-d
)	)	Z2p
litera	literă	Ncfsry
(	(	Z1p
a	a	Ncms-n
)	)	Z2p
se	sine	Px3--a--------w
modifică	modifica	Vmip3
după	după	Spsa
cum	cum	Rw
urmează	urma	Vmip3
:	:	Zl
(	(	Z1p
a	a	Ncms-n
)	)	Z2p
la	la	Spsa
punctul	punct	Ncmsry
(	(	Z1p
i	i	Mo-s-r
)	)	Z2p
,	,	Zc
cuvintele	cuvânt	Ncfpry
"	"	Z1q
în	în	Spsa
articolul	articol	Ncmsry
2	2	Mc-s-d
litera	literă	Ncfsry
(	(	Z1p
a	a	Ncms-n
)	)	Z2p
"	"	Z1q
se	sine	Px3--a--------w
înlocuiesc	înlocui	Vmip3p
cu	cu	Spsa
cuvintele	cuvânt	Ncfpry
"	"	Z1q
în	în	Spsa
lista	listă	Ncfsry
A	A	Ncms-n
din	din	Spsa
anexa	anexă	Ncfsry
II	doi	Mo-s-r
"	"	Z1q
;	;	Zs

Comisia	comisie	Ncfsry
prezintă	prezenta	Vmip3
Parlamentului	parlament	Ncmsoy
European	european	Afpms-n
și	și	Crssp
Consiliului	consiliu	Ncmsoy
,	,	Zc
în	în	Spsa
termen	termen	Ncms-n
de	de	Spsa
doi	doi	Mcmp-l
ani	an	Ncmp-n
începând	începe	Vmg
cu	cu	Spsa
data	dată	Ncfsry
de	de	Spsa
14	14	Mc-s-d
octombrie	octombrie	Ncms-n
2003	2003	Mc-s-d
,	,	Zc
un	un	Timsr
raport	raport	Ncms-n
privind	privind	Spsa
disponibilitatea	disponibilitate	Ncfsry
medicamentelor	medicament	Ncfpoy
veterinare	veterinar	Afpfp-n
alternative	alternativ	Afpfp-n
celor	acela	Pd3-po
care	care	Pw3--r
conțin	conține	Vmip3
estradiol	estradiol	Ncms-n
17-beta	17-beta	Mc-p-d
și	și	Crssp
derivații	derivat	Ncmpry
esterificați	esterificat	Afpmp-n
ai	al	Tsmp
acestuia	acesta	Pd3mso
pentru	pentru	Spsa
tratamentul	tratament	Ncmsry
macerației	macerație	Ncfsoy
sau	sau	Ccssp
mumificării	mumificare	Ncfsoy
fetale	fetal	Afpfson
la	la	Spsa
bovine	bovină	Ncfp-n
și	și	Crssp
pentru	pentru	Spsa
tratamentul	tratament	Ncmsry
piometriei	piometrie	Ncfsoy
la	la	Spsa
bovine	bovină	Ncfp-n
și	și	Crssp
le	el	Pp3fpa--------w
prezintă	prezenta	Vmip3
,	,	Zc
în	în	Spsa
anul	an	Ncmsry
următor	următor	Afpms-n
,	,	Zc
propunerile	propunere	Ncfpry
necesare	necesar	Afpfp-n
în	în	Spsa
vederea	vedere	Ncfsry
înlocuirii	înlocuire	Ncfsoy
în	în	Spsa
timp	timp	Ncms-n
util	util	Afpms-n
a	al	Tsfs
acestor	acest	Dd3-po---e
substanțe	substanță	Ncfp-n
.	.	Zp

De	de	Spsa
asemenea	asemenea	Afp
,	,	Zc
în	în	Spsa
ceea	acela	Pd3fsr
ce	ce	Pw3--r
privește	privi	Vmip3s
substanțele	substanță	Ncfpry
prevăzute	prevedea	Vmp--pf
în	în	Spsa
anexa	anexă	Ncfsry
III	trei	Mo-s-r
,	,	Zc
Comisia	comisie	Ncfsry
obține	obține	Vmnp
informații	informație	Ncfp-n
suplimentare	suplimentar	Afpfp-n
,	,	Zc
ținând	ține	Vmg
cont	cont	Ncms-n
de	de	Spsa
datele	dată	Ncfpry
științifice	științific	Afpfp-n
recente	recent	Afpfp-n
din	din	Spsa
toate	tot	Di3fpr
sursele	sursă	Ncfpry
posibile	posibil	Afpfp-n
,	,	Zc
și	și	Crssp
supune	supune	Vmip3s
măsurile	măsură	Ncfpry
aplicate	aplicat	Afpfp-n
unei	un	Tifso
verificări	verificare	Ncfson
regulate	regulat	Afpfson
,	,	Zc
pentru	pentru	Spsa
a	a	Qn
prezenta	prezenta	Vmnp
la	la	Spsa
timp	timp	Ncms-n
Parlamentului	parlament	Ncmsoy
European	european	Afpms-n
și	și	Crssp
Consiliului	consiliu	Ncmsoy
orice	orice	Di3--r---e
propuneri	propunere	Ncfp-n
care	care	Pw3--r
se	sine	Px3--a--------w
dovedesc	dovedi	Vmip3p
necesare	necesar	Afpfp-n
.	.	Zp

"	"	Z1q
Prin	prin	Spsa
derogare	derogare	Ncfsrn
de	de	Spsa
la	la	Spsa
articolele	articol	Ncfpry
3	3	Mc-s-d
și	și	Crssp
5a	5a	Rgp
și	și	Crssp
fără	fără	Spsa
a	a	Qn
aduce	aduce	Vmnp
atingere	atingere	Ncfsrn
articolului	articol	Ncmsoy
2	2	Mc-s-d
,	,	Zc
animalele	animal	Ncfpry
de	de	Spsa
fermă	fermă	Ncfsrn
pentru	pentru	Spsa
care	care	Pw3--r
se	sine	Px3--a--------w
poate	putea	Vmip3s
certifica	certifica	Vmnp
că	că	Csssp
au	avea	Va--3p
fost	fi	Vap--sm
tratate	trata	Vmp--pf
cu	cu	Spsa
estradiol	estradiol	Ncms-n
17-beta	17-beta	Mc-p-d
sau	sau	Ccssp
cu	cu	Spsa
derivații	derivat	Ncmpry
esterificați	esterificat	Afpmp-n
ai	al	Tsmp
acestuia	acesta	Pd3mso
în	în	Spsa
scopuri	scop	Ncfp-n
terapeutice	terapeutic	Afpfp-n
sau	sau	Ccssp
zootehnice	zootehnic	Afpfp-n
înainte	înainte	Rgp
de	de	Spsa
14	14	Mc-s-d
octombrie	octombrie	Ncms-n
2004	2004	Mc-s-d
sunt	fi	Vaip3p
supuse	supus	Afpfp-n
acelorași	același	Dd3-po---e
prevederi	prevedere	Ncfp-n
precum	precum	Rw
cele	acela	Pd3fpr
stabilite	stabili	Vmp--pf
pentru	pentru	Spsa
substanțele	substanță	Ncfpry
autorizate	autoriza	Vmp--pf
în	în	Spsa
conformitate	conformitate	Ncfsrn
cu	cu	Spsa
articolul	articol	Ncmsry
4	4	Mc-s-d
punctul	punct	Ncmsry
1	1	Mc-s-d
,	,	Zc
în	în	Spsa
ceea	acela	Pd3fsr
ce	ce	Pw3--r
privește	privi	Vmip3s
utilizarea	utilizare	Ncfsry
terapeutică	terapeutic	Afpfsrn
,	,	Zc
și	și	Crssp
în	în	Spsa
conformitate	conformitate	Ncfsrn
cu	cu	Spsa
articolul	articol	Ncmsry
5	5	Mc-s-d
,	,	Zc
în	în	Spsa
ceea	acela	Pd3fsr
ce	ce	Pw3--r
privește	privi	Vmip3s
utilizarea	utilizare	Ncfsry
zootehnică	zootehnic	Afpfsrn
.	.	Zp

"	"	Z1q
(	(	Z1p
11	11	Mc-s-d
)	)	Z2p
Toate	tot	Di3fpr
trimiterile	trimitere	Ncfpry
la	la	Spsa
Directivele	directivă	Ncfpry
81	81	Mc-s-d
/	/	Zo
851	851	Mc-s-d
/	/	Zo
CEE	Comunitatea_Economică_Europeană	Yn
sau	sau	Ccssp
81	81	Mc-s-d
/	/	Zo
852	852	Mc-s-d
/	/	Zo
CEE	Comunitatea_Economică_Europeană	Yn
se	sine	Px3--a--------w
interpretează	interpreta	Vmip3
ca	ca	Rc
trimiteri	trimitere	Ncfp-n
la	la	Spsa
Directiva	directivă	Ncfsry
2001	2001	Mc-s-d
/	/	Zo
82	82	Mc-s-d
/	/	Zo
CE	Comunitatea_Europeană	Yn
.	.	Zp

(	(	Z1p
12	12	Mc-s-d
)	)	Z2p
Anexa	anexă	Ncfsry
la	la	Spsa
Directiva	directivă	Ncfsry
96	96	Mc-s-d
/	/	Zo
22	22	Mc-s-d
/	/	Zo
CE	Comunitatea_Europeană	Yn
devine	deveni	Vmip3s
anexa	anexă	Ncfsry
I	unu	Mo-s-r
și	și	Crssp
se	sine	Px3--a--------w
adaugă	adăuga	Vmip3
anexele	anexă	Ncfpry
II	doi	Mo-s-r
și	și	Crssp
III	trei	Mo-s-r
,	,	Zc
al	al	Tsms
căror	care	Dw3-po---e
text	text	Ncms-n
figurează	figura	Vmip3
în	în	Spsa
anexa	anexă	Ncfsry
la	la	Spsa
prezenta	prezent	Afpfsry
directivă	directivă	Ncfsrn
.	.	Zp

(	(	Z1p
1	1	Mc-s-d
)	)	Z2p
Statele	stat	Ncfpry
membre	membră	Ncfp-n
pun	pune	Vmip3p
în	în	Spsa
aplicare	aplicare	Ncfsrn
actele	act	Ncfpry
cu	cu	Spsa
putere	putere	Ncfsrn
de	de	Spsa
lege	lege	Ncfsrn
și	și	Crssp
actele	act	Ncfpry
administrative	administrativ	Afpfp-n
necesare	necesar	Afpfp-n
pentru	pentru	Spsa
a	a	Qn
se	sine	Px3--a--------w
conforma	conforma	Vmnp
prezentei	prezent	Afpfsoy
directive	directivă	Ncfson
până	până	Spsa
la	la	Spsa
14	14	Mc-s-d
octombrie	octombrie	Ncms-n
2004	2004	Mc-s-d
cel	cel	Tdmsr
târziu	târziu	Rgp
.	.	Zp

Ele	el	Pp3fpr--------s
informează	informa	Vmip3
imediat	imediat	Rgp
Comisia	comisie	Ncfsry
cu	cu	Spsa
privire	privire	Ncfsrn
la	la	Spsa
aceasta	acesta	Pd3fsr
.	.	Zp

Când	când	Rw
statele	stat	Ncfpry
membre	membră	Ncfp-n
adoptă	adopta	Vmip3
aceste	acest	Dd3fpr---e
dispoziții	dispoziție	Ncfp-n
,	,	Zc
ele	el	Pp3fpr--------s
conțin	conține	Vmip3
o	un	Tifsr
trimitere	trimitere	Ncfsrn
la	la	Spsa
prezenta	prezent	Afpfsry
directivă	directivă	Ncfsrn
sau	sau	Ccssp
sunt	fi	Vaip3p
însoțite	însoți	Vmp--pf
de	de	Spsa
o	un	Tifsr
asemenea	asemenea	Afp
trimitere	trimitere	Ncfsrn
în	în	Spsa
momentul	moment	Ncmsry
publicării	publicare	Ncfsoy
lor	lui	Ds3---p
oficiale	oficial	Afpfson
.	.	Zp

Statele	stat	Ncfpry
membre	membră	Ncfp-n
stabilesc	stabili	Vmip3p
modalitatea	modalitate	Ncfsry
de	de	Spsa
efectuare	efectuare	Ncfsrn
a	al	Tsfs
acestei	acest	Dd3fso---e
trimiteri	trimitere	Ncfson
.	.	Zp

După	după	Spsa
introducerea	introducere	Ncfsry
standardelor	standard	Ncfpoy
armonizate	armoniza	Vmp--pf
pentru	pentru	Spsa
infrastructura	infrastructură	Ncfsry
punctelor	punct	Ncfpoy
de	de	Spsa
control	control	Ncms-n
la	la	Spsa
frontieră	frontieră	Ncfsrn
în	în	Spsa
conformitate	conformitate	Ncfsrn
cu	cu	Spsa
Decizia	decizie	Ncfsry
2001	2001	Mc-s-d
/	/	Zo
812	812	Mc-s-d
/	/	Zo
CE	Comunitatea_Europeană	Yn
a	al	Tsfs
Comisiei	comisie	Ncfsoy
,	,	Zc
majoritatea	majoritate	Ncfsry
punctelor	punct	Ncfpoy
de	de	Spsa
control	control	Ncms-n
la	la	Spsa
frontieră	frontieră	Ncfsrn
îndeplinesc	îndeplini	Vmip3p
,	,	Zc
în	în	Spsa
prezent	prezent	Ncms-n
,	,	Zc
cerințele	cerință	Ncfpry
minime	minim	Afpfp-n
privind	privind	Spsa
infrastructura	infrastructură	Ncfsry
.	.	Zp

(	(	Z1p
2	2	Mc-s-d
)	)	Z2p
Statele	stat	Ncfpry
membre	membră	Ncfp-n
comunică	comunica	Vmip3
Comisiei	comisie	Ncfsoy
textul	text	Ncmsry
dispozițiilor	dispoziție	Ncfpoy
de	de	Spsa
drept	drept	Ncms-n
intern	intern	Afpms-n
pe	pe	Spsa
care	care	Pw3--r
le	el	Pp3fpa--------w
adoptă	adopta	Vmip3
în	în	Spsa
domeniul	domeniu	Ncmsry
reglementat	reglementat	Afpms-n
de	de	Spsa
prezenta	prezent	Afpfsry
directivă	directivă	Ncfsrn
.	.	Zp

Prezenta	prezent	Afpfsry
directivă	directivă	Ncfsrn
intră	intra	Vmip3
în	în	Spsa
vigoare	vigoare	Ncfsrn
în	în	Spsa
ziua	zi	Ncfsry
publicării	publicare	Ncfsoy
în	în	Spsa
Jurnalul	jurnal	Ncmsry
Oficial	oficial	Afpms-n
al	al	Tsms
Uniunii	uniune	Ncfsoy
Europene	european	Afpfson
.	.	Zp

Decizia	decizie	Ncfsry
Consiliului	consiliu	Ncmsoy
din	din	Spsa
22	22	Mc-s-d
iulie	iulie	Ncm--n
2003	2003	Mc-s-d
autorizează	autoriza	Vmip3
utilizarea	utilizare	Ncfsry
substanțelor	substanță	Ncfpoy
cu	cu	Spsa
efect	efect	Ncms-n
estrogen	estrogen	Afpms-n
(	(	Z1p
altele	altul	Pi3fpr
decât	decât	Rc
estradiol	estradiol	Ncms-n
17-beta	17-beta	Mc-p-d
și	și	Crssp
derivații	derivat	Ncmpry
esterificați	esterificat	Afpmp-n
ai	al	Tsmp
acestuia	acesta	Pd3mso
)	)	Z2p
,	,	Zc
androgen	androgen	Afpms-n
sau	sau	Ccssp
gestagen	gestagen	Ncmsrn
.	.	Zp

Având	avea	Vmg
în	în	Spsa
vedere	vedere	Ncfsrn
Tratatul	tratat	Ncmsry
de	de	Spsa
instituire	instituire	Ncfsrn
a	al	Tsfs
Comunității	comunitate	Ncfsoy
Europene	european	Afpfson
,	,	Zc
în	în	Spsa
special	special	Rgp
art.	articol	Yn
137	137	Mc-s-d
alin.	alineat	Yn
(	(	Z1p
2	2	Mc-s-d
)	)	Z2p
,	,	Zc
hotărând	hotărî	Vmg
în	în	Spsa
conformitate	conformitate	Ncfsrn
cu	cu	Spsa
procedura	procedură	Ncfsry
prevăzută	prevedea	Vmp--sf
în	în	Spsa
art.	articol	Yn
251	251	Mc-s-d
din	din	Spsa
Tratat	tratat	Ncms-n
,	,	Zc
(	(	Z1p
1	1	Mc-s-d
)	)	Z2p
Directiva	directivă	Ncfsry
Consiliului	consiliu	Ncmsoy
93	93	Mc-s-d
/	/	Zo
104	104	Mc-s-d
/	/	Zo
CE	Comunitatea_Europeană	Yn
din	din	Spsa
23	23	Mc-s-d
noiembrie	noiembrie	Ncm--n
1993	1993	Mc-s-d
privind	privind	Spsa
anumite	anumit	Di3fp
aspecte	aspect	Ncfp-n
ale	al	Tsfp
organizării	organizare	Ncfsoy
timpului	timp	Ncmsoy
de	de	Spsa
lucru	lucru	Ncms-n
,	,	Zc
care	care	Pw3--r
stabilește	stabili	Vmip3s
cerințele	cerință	Ncfpry
minime	minim	Afpfp-n
de	de	Spsa
securitate	securitate	Ncfsrn
și	și	Crssp
sănătate	sănătate	Ncfsrn
în	în	Spsa
materie	materie	Ncfsrn
de	de	Spsa
organizare	organizare	Ncfsrn
a	al	Tsfs
timpului	timp	Ncmsoy
de	de	Spsa
lucru	lucru	Ncms-n
,	,	Zc
aplicabile	aplicabil	Afpfp-n
perioadelor	perioadă	Ncfpoy
de	de	Spsa
repaus	repaus	Ncms-n
zilnic	zilnic	Afpms-n
,	,	Zc
pauzelor	pauză	Ncfpoy
,	,	Zc
repaus	repaus	Ncms-n
săptămânal	săptămânal	Afpms-n
,	,	Zc
timpul	timp	Ncmsry
de	de	Spsa
lucru	lucru	Ncms-n
maxim	maxim	Afpms-n
săptămânal	săptămânal	Afpms-n
,	,	Zc
concediul	concediu	Ncmsry
anual	anual	Afpms-n
,	,	Zc
precum	precum	Rw
și	și	Crssp
anumite	anumit	Di3fp
aspecte	aspect	Ncfp-n
ale	al	Tsfp
muncii	muncă	Ncfsoy
de	de	Spsa
noapte	noapte	Ncfsrn
,	,	Zc
munca	muncă	Ncfsry
în	în	Spsa
ture	tură	Ncfp-n
și	și	Crssp
ritmul	ritm	Ncmsry
muncii	muncă	Ncfsoy
,	,	Zc
a	avea	Va--3s
fost	fi	Vap--sm
modificată	modifica	Vmp--sf
în	în	Spsa
mod	mod	Ncms-n
semnificativ	semnificativ	Afpms-n
.	.	Zp

Din	din	Spsa
motive	motiv	Ncfp-n
de	de	Spsa
claritate	claritate	Ncfsrn
,	,	Zc
este	fi	Vaip3s
necesară	necesar	Afpfsrn
codificarea	codificare	Ncfsry
dispozițiilor	dispoziție	Ncfpoy
în	în	Spsa
cauză	cauză	Ncfsrn
.	.	Zp

(	(	Z1p
2	2	Mc-s-d
)	)	Z2p
Art.	articol	Yn
137	137	Mc-s-d
din	din	Spsa
Tratat	tratat	Ncms-n
prevede	prevedea	Vmip3s
că	că	Csssp
este	fi	Vaip3s
datoria	datorie	Ncfsry
Comunității	comunitate	Ncfsoy
să	să	Qs
sprijine	sprijini	Vmsp3
și	și	Crssp
să	să	Qs
completeze	completa	Vmsp3
acțiunea	acțiune	Ncfsry
statelor	stat	Ncfpoy
membre	membră	Afpfp-n
în	în	Spsa
vederea	vedere	Ncfsry
îmbunătățirii	îmbunătățire	Ncfsoy
mediului	mediu	Ncmsoy
de	de	Spsa
lucru	lucru	Ncms-n
,	,	Zc
cu	cu	Spsa
scopul	scop	Ncmsry
de	de	Spsa
a	a	Qn
proteja	proteja	Vmnp
sănătatea	sănătate	Ncfsry
și	și	Crssp
securitatea	securitate	Ncfsry
lucrătorilor	lucrător	Ncmpoy
.	.	Zp

Directivele	directivă	Ncfpry
adoptate	adopta	Vmp--pf
pe	pe	Spsa
baza	bază	Ncfsry
articolului	articol	Ncmsoy
menționat	menționat	Afpms-n
trebuie	trebui	Vmip3
să	să	Qs
evite	evita	Vmsp3
impunerea	impunere	Ncfsry
unor	un	Ti-po
constrângeri	constrângere	Ncfp-n
administrative	administrativ	Afpfp-n
,	,	Zc
financiare	financiar	Afpfp-n
și	și	Crssp
juridice	juridic	Afpfp-n
care	care	Pw3--r
să	să	Qs
împiedice	împiedica	Vmsp3
crearea	creare	Ncfsry
și	și	Crssp
dezvoltarea	dezvoltare	Ncfsry
întreprinderilor	întreprindere	Ncfpoy
mici	mic	Afp-p-n
și	și	Crssp
mijlocii	mijlociu	Afp-p-n
.	.	Zp

(	(	Z1p
3	3	Mc-s-d
)	)	Z2p
Dispozițiile	dispoziție	Ncfpry
Directivei	directivă	Ncfsoy
Consiliului	consiliu	Ncmsoy
89	89	Mc-s-d
/	/	Zo
391	391	Mc-s-d
/	/	Zo
CEE	Comunitatea_Economică_Europeană	Yn
din	din	Spsa
12	12	Mc-s-d
iunie	iunie	Ncm--n
1989	1989	Mc-s-d
privind	privind	Spsa
punerea	punere	Ncfsry
în	în	Spsa
aplicare	aplicare	Ncfsrn
de	de	Spsa
măsuri	măsură	Ncfp-n
pentru	pentru	Spsa
promovarea	promovare	Ncfsry
îmbunătățirii	îmbunătățire	Ncfsoy
securității	securitate	Ncfsoy
și	și	Crssp
sănătății	sănătate	Ncfsoy
lucrătorilor	lucrător	Ncmpoy
la	la	Spsa
locul	loc	Ncmsry
de	de	Spsa
muncă	muncă	Ncfsrn
rămân	rămâne	Vmip3p
pe	pe	Spsa
deplin	deplin	Rgp
aplicabile	aplicabil	Afpfp-n
domeniilor	domeniu	Ncfpoy
reglementate	reglementa	Vmp--pf
de	de	Spsa
prezenta	prezent	Afpfsry
directivă	directivă	Ncfsrn
,	,	Zc
fără	fără	Spsa
a	a	Qn
aduce	aduce	Vmnp
atingere	atingere	Ncfsrn
dispozițiilor	dispoziție	Ncfpoy
mai	mai	Rp
stricte	strict	Afpfp-n
și	și	Crssp
/	/	Zo
sau	sau	Ccssp
specifice	specific	Afpfp-n
conținute	conține	Vmp--pf
de	de	Spsa
aceasta	acesta	Pd3fsr
.	.	Zp

(	(	Z1p
4	4	Mc-s-d
)	)	Z2p
Îmbunătățirea	îmbunătățire	Ncfsry
securității	securitate	Ncfsoy
,	,	Zc
igienei	igienă	Ncfsoy
și	și	Crssp
sănătății	sănătate	Ncfsoy
lucrătorilor	lucrător	Ncmpoy
la	la	Spsa
locul	loc	Ncmsry
de	de	Spsa
muncă	muncă	Ncfsrn
reprezintă	reprezenta	Vmip3
un	un	Timsr
obiectiv	obiectiv	Ncms-n
care	care	Pw3--r
nu	nu	Qz
trebuie	trebui	Vmip3
subordonat	subordonat	Afpms-n
considerentelor	considerent	Ncfpoy
cu	cu	Spsa
caracter	caracter	Ncms-n
pur	pur	Rgp
economic	economic	Afpms-n
.	.	Zp

(	(	Z1p
5	5	Mc-s-d
)	)	Z2p
Toți	tot	Di3mpr
lucrătorii	lucrător	Ncmpry
trebuie	trebui	Vmip3
să	să	Qs
dispună	dispune	Vmsp3
de	de	Spsa
perioade	perioadă	Ncfp-n
de	de	Spsa
repaus	repaus	Ncms-n
suficiente	suficient	Afpfp-n
.	.	Zp

Menținerea	menținere	Ncfsry
eficacității	eficacitate	Ncfsoy
controalelor	control	Ncfpoy
asupra	asupra	Spsg
importurilor	import	Ncfpoy
depinde	depinde	Vmip3s
atât	atât	Rgp
de	de	Spsa
existența	existență	Ncfsry
unei	un	Tifso
infrastructuri	infrastructură	Ncfson
adecvate	adecvat	Afpfson
,	,	Zc
cât	cât	Rw
și	și	Crssp
de	de	Spsa
punerea	punere	Ncfsry
efectivă	efectiv	Afpfsrn
în	în	Spsa
aplicare	aplicare	Ncfsrn
a	al	Tsfs
procedurilor	procedură	Ncfpoy
prevăzute	prevedea	Vmp--pf
în	în	Spsa
legislația	legislație	Ncfsry
privind	privind	Spsa
controalele	control	Ncfpry
veterinare	veterinar	Afpfp-n
,	,	Zc
iar	iar	Rc
acestea	acesta	Pd3fpr
din	din	Spsa
urmă	urmă	Ncfsrn
ar	avea	Va--3
trebui	trebui	Vmnp
să	să	Qs
constituie	constitui	Vmsp3
acum	acum	Rgp
principalul	principal	Afpmsry
obiectiv	obiectiv	Ncms-n
al	al	Tsms
misiunilor	misiune	Ncfpoy
desfășurate	desfășura	Vmp--pf
de	de	Spsa
Oficiul	oficiu	Ncmsry
Alimentar	alimentar	Afpms-n
și	și	Crssp
Veterinar	veterinar	Afpms-n
.	.	Zp

Noțiunea	noțiune	Ncfsry
de	de	Spsa
"	"	Z1q
repaus	repaus	Ncms-n
"	"	Z1q
trebuie	trebui	Vmip3
exprimată	exprimat	Afpfsrn
în	în	Spsa
unități	unitate	Ncfp-n
de	de	Spsa
timp	timp	Ncms-n
,	,	Zc
adică	adică	Rgp
în	în	Spsa
zile	zi	Ncfp-n
,	,	Zc
ore	oră	Ncfp-n
și	și	Crssp
/	/	Zo
sau	sau	Ccssp
fracțiuni	fracțiune	Ncfp-n
ale	al	Tsfp
acestora	acesta	Pd3-po
.	.	Zp

Lucrătorilor	lucrător	Ncmpoy
din	din	Spsa
Comunitate	comunitate	Ncfsrn
trebuie	trebui	Vmip3
să	să	Qs
li	el	Pp3-pd--------w
se	sine	Px3--a--------w
acorde	acorda	Vmsp3
perioade	perioadă	Ncfp-n
minime	minim	Afpfp-n
de	de	Spsa
repaus	repaus	Ncms-n
-	-	Zd
zilnic	zilnic	Afpms-n
,	,	Zc
săptămânal	săptămânal	Afpms-n
și	și	Crssp
anual	anual	Afpms-n
-	-	Zd
și	și	Crssp
perioade	perioadă	Ncfp-n
de	de	Spsa
pauză	pauză	Ncfsrn
adecvate	adecvat	Afpfp-n
.	.	Zp

Este	fi	Vaip3s
,	,	Zc
de	de	Spsa
asemenea	asemenea	Afp
,	,	Zc
necesar	necesar	Rgp
în	în	Spsa
acest	acest	Dd3msr---e
context	context	Ncms-n
să	să	Qs
se	sine	Px3--a--------w
stabilească	stabili	Vmsp3
o	un	Tifsr
limită	limită	Ncfsrn
maximă	maxim	Afpfsrn
pentru	pentru	Spsa
durata	durată	Ncfsry
săptămânii	săptămână	Ncfsoy
de	de	Spsa
lucru	lucru	Ncms-n
.	.	Zp

(	(	Z1p
6	6	Mc-s-d
)	)	Z2p
Trebuie	trebui	Vmip3
luate	lua	Vmp--pf
în	în	Spsa
considerare	considerare	Ncfsrn
principiile	princip	Ncfpry
Organizației	organizație	Ncfsoy
Internaționale	internațional	Afpfson
a	al	Tsfs
Muncii	muncă	Ncfsoy
privind	privind	Spsa
organizarea	organizare	Ncfsry
timpului	timp	Ncmsoy
de	de	Spsa
lucru	lucru	Ncms-n
,	,	Zc
inclusiv	inclusiv	Rgp
cele	acela	Pd3fpr
referitoare	referitor	Afpf--n
la	la	Spsa
munca	muncă	Ncfsry
de	de	Spsa
noapte	noapte	Ncfsrn
.	.	Zp

(	(	Z1p
7	7	Mc-s-d
)	)	Z2p
Studiile	studiu	Ncfpry
au	avea	Va--3p
demonstrat	demonstra	Vmp--sm
faptul	fapt	Ncmsry
că	că	Csssp
organismul	organism	Ncmsry
uman	uman	Afpms-n
este	fi	Vaip3s
mai	mai	Rp
sensibil	sensibil	Afpms-n
noaptea	noaptea	Rgp
la	la	Spsa
perturbațiile	perturbație	Ncfpry
de	de	Spsa
mediu	mediu	Ncms-n
și	și	Crssp
la	la	Spsa
anumite	anumit	Di3fp
forme	formă	Ncfp-n
solicitante	solicitant	Afpfp-n
de	de	Spsa
organizare	organizare	Ncfsrn
a	al	Tsfs
muncii	muncă	Ncfsoy
și	și	Crssp
că	că	Csssp
perioadele	perioadă	Ncfpry
lungi	lung	Afp-p-n
de	de	Spsa
muncă	muncă	Ncfsrn
de	de	Spsa
noapte	noapte	Ncfsrn
pot	putea	Vmip3p
afecta	afecta	Vmnp
sănătatea	sănătate	Ncfsry
lucrătorilor	lucrător	Ncmpoy
și	și	Crssp
pot	putea	Vmip3p
periclita	periclita	Vmnp
securitatea	securitate	Ncfsry
la	la	Spsa
locul	loc	Ncmsry
de	de	Spsa
muncă	muncă	Ncfsrn
.	.	Zp

(	(	Z1p
8	8	Mc-s-d
)	)	Z2p
Este	fi	Vaip3s
necesar	necesar	Rgp
să	să	Qs
